timestamp_sec,timestamp_nanosec,integrated_x,integrated_y,frame_id,last_squal
1701438663.0,489017997.0,-0.0,-0.0,5167.0,47.0
1701438663.0,959796882.0,-0.0,-0.0,5167.0,59.0
1701438664.0,19831705.0,-0.0,-0.0,5167.0,50.0
1701438664.0,51110638.0,-0.0,-0.0,5167.0,51.0
1701438664.0,100047371.0,-0.0,-0.0,5167.0,50.0
1701438664.0,130943856.0,-0.0,-0.0,5167.0,52.0
1701438664.0,200229506.0,-0.0,-0.0,5167.0,56.0
1701438664.0,250429206.0,-0.0,-0.0,5167.0,55.0
1701438664.0,310379190.0,-0.0,-0.0,5167.0,52.0
1701438664.0,360677099.0,-0.0,-0.0,5167.0,59.0
1701438664.0,410788131.0,-0.0,-0.0,5167.0,48.0
1701438664.0,450983228.0,-0.0,-0.0,5167.0,54.0
1701438664.0,570265179.0,-0.0,-0.0,5167.0,50.0
1701438664.0,600977196.0,-0.0,-0.0,5167.0,56.0
1701438664.0,630961335.0,-0.0,-0.0,5167.0,49.0
1701438664.0,651457823.0,-0.0,-0.0,5167.0,50.0
1701438664.0,711094561.0,-0.0,-0.0,5167.0,51.0
1701438664.0,741144384.0,-0.0,-0.0,5167.0,50.0
1701438664.0,851731615.0,-0.0,-0.0,5167.0,52.0
1701438664.0,871409058.0,-0.0,-0.0,5167.0,53.0
1701438664.0,902995703.0,-0.0,-0.0,5167.0,43.0
1701438664.0,951526981.0,-0.0,-0.0,5167.0,51.0
1701438664.0,982965483.0,-0.0,-0.0,5167.0,51.0
1701438665.0,51880439.0,-0.0,-0.0,5167.0,56.0
1701438665.0,91905483.0,-0.0,-0.0,5167.0,54.0
1701438665.0,143173348.0,-0.0,-0.0,5167.0,49.0
1701438665.0,212469024.0,-0.0,-0.0,5167.0,51.0
1701438665.0,251284444.0,-0.0,-0.0,5167.0,49.0
1701438665.0,303134158.0,-0.0,-0.0,5167.0,54.0
1701438665.0,351265579.0,-0.0,-0.0,5167.0,49.0
1701438665.0,402476755.0,-0.0,-0.0,5167.0,53.0
1701438665.0,452465464.0,-0.0,-0.0,5167.0,47.0
1701438665.0,492686954.0,-0.0,-0.0,5167.0,55.0
1701438665.0,543460665.0,-0.0,-0.0,5167.0,55.0
1701438665.0,612757666.0,-0.0,-0.0,5167.0,53.0
1701438665.0,653045786.0,-0.0,-0.0,5167.0,48.0
1701438665.0,703585335.0,-0.0,-0.0,5167.0,50.0
1701438665.0,773207933.0,-0.0,-0.0,5167.0,42.0
1701438665.0,803083241.0,-0.0,-0.0,5167.0,55.0
1701438665.0,852329690.0,-0.0,-0.0,5167.0,53.0
1701438665.0,893482007.0,-0.0,-0.0,5167.0,43.0
1701438665.0,943832251.0,-0.0,-0.0,5167.0,51.0
1701438666.0,13830513.0,-0.0,-0.0,5167.0,47.0
1701438666.0,54770415.0,-0.0,-0.0,5167.0,52.0
1701438666.0,105121890.0,-0.0,-0.0,5167.0,57.0
1701438666.0,155871974.0,-0.0,-0.0,5167.0,56.0
1701438666.0,215091527.0,-0.0,-0.0,5167.0,50.0
1701438666.0,254922651.0,-0.0,-0.0,5167.0,50.0
1701438666.0,295233307.0,-0.0,-0.0,5167.0,50.0
1701438666.0,344053430.0,-0.0,-0.0,5167.0,58.0
1701438666.0,414252108.0,-0.0,-0.0,5167.0,48.0
1701438666.0,454565858.0,-0.0,-0.0,5167.0,45.0
1701438666.0,504339705.0,-0.0,-0.0,5167.0,49.0
1701438666.0,554873983.0,-0.0,-0.0,5167.0,57.0
1701438666.0,604548380.0,-0.0,-0.0,5167.0,57.0
1701438666.0,654956754.0,-0.0,-0.0,5167.0,54.0
1701438666.0,714758761.0,-0.0,-0.0,5167.0,51.0
1701438666.0,764951499.0,-0.0,-0.0,5167.0,57.0
1701438666.0,815548802.0,-0.0,-0.0,5167.0,42.0
1701438666.0,855250060.0,-0.0,-0.0,5167.0,58.0
1701438666.0,905081144.0,-0.0,-0.0,5167.0,46.0
1701438666.0,934313286.0,-0.0,-0.0,5167.0,61.0
1701438666.0,985437839.0,-0.0,-0.0,5167.0,57.0
1701438667.0,66687389.0,-0.0,-0.0,5167.0,48.0
1701438667.0,145721222.0,-0.0,-0.0,5167.0,51.0
1701438667.0,205504086.0,-0.0,-0.0,5167.0,53.0
1701438667.0,246921373.0,-0.0,-0.0,5167.0,59.0
1701438667.0,327059117.0,-0.0,-0.0,5167.0,51.0
1701438667.0,406876602.0,-0.0,-0.0,5167.0,51.0
1701438667.0,416381655.0,-0.0,-0.0,5167.0,53.0
1701438667.0,466099130.0,-0.0,-0.0,5167.0,53.0
1701438667.0,523350551.0,-0.0,-0.0,5167.0,51.0
1701438667.0,546381171.0,-0.0,-0.0,5167.0,50.0
1701438667.0,706761482.0,-0.0,-0.0,5167.0,55.0
1701438667.0,737138897.0,-0.0,-0.0,5167.0,53.0
1701438667.0,756616546.0,-0.0,-0.0,5167.0,55.0
1701438667.0,838367345.0,-0.0,-0.0,5167.0,54.0
1701438667.0,856540926.0,-0.0,-0.0,5167.0,52.0
1701438667.0,897240406.0,-0.0,-0.0,5167.0,52.0
1701438667.0,916928211.0,-0.0,-0.0,5167.0,46.0
1701438668.0,105131896.0,-0.0,-0.0,5167.0,54.0
1701438668.0,106323841.0,-0.0,-0.0,5167.0,45.0
1701438668.0,137983168.0,-0.0,-0.0,5167.0,59.0
1701438668.0,208881107.0,-0.0,-0.0,5167.0,49.0
1701438668.0,258693443.0,-0.0,-0.0,5167.0,51.0
1701438668.0,317662479.0,-0.0,-0.0,5167.0,45.0
1701438668.0,377955057.0,-0.0,-0.0,5167.0,61.0
1701438668.0,427810435.0,-0.0,-0.0,5167.0,52.0
1701438668.0,458088979.0,-0.0,-0.0,5167.0,55.0
1701438668.0,558816661.0,-0.0,-0.0,5167.0,51.0
1701438668.0,608197253.0,-0.0,-0.0,5167.0,48.0
1701438668.0,688250458.0,-0.0,-0.0,5167.0,51.0
1701438668.0,717258314.0,-0.0,-0.0,5167.0,56.0
1701438668.0,738658007.0,-0.0,-0.0,5167.0,58.0
1701438668.0,858853949.0,-0.0,-0.0,5167.0,52.0
1701438668.0,898952360.0,-0.0,-0.0,5167.0,55.0
1701438668.0,928637341.0,-0.0,-0.0,5167.0,48.0
1701438669.0,8833034.0,-0.0,-0.0,5167.0,45.0
1701438669.0,60001814.0,-0.0,-0.0,5167.0,63.0
1701438669.0,68895995.0,-0.0,-0.0,5167.0,52.0
1701438669.0,154114579.0,-0.0,-0.0,5167.0,58.0
1701438669.0,195443975.0,-0.0,-0.0,5167.0,49.0
1701438669.0,273636059.0,-0.0,-0.0,5167.0,51.0
1701438669.0,324338773.0,-0.0,-0.0,5167.0,53.0
1701438669.0,404658788.0,-0.0,-0.0,5167.0,54.0
1701438669.0,435981494.0,-0.0,-0.0,5167.0,54.0
1701438669.0,505854353.0,-0.0,-0.0,5167.0,53.0
1701438669.0,554963475.0,-0.0,-0.0,5167.0,55.0
1701438669.0,624133574.0,-0.0,-0.0,5167.0,50.0
1701438669.0,675077188.0,-0.0,-0.0,5167.0,51.0
1701438669.0,755148034.0,-0.0,-0.0,5167.0,55.0
1701438669.0,805120822.0,-0.0,-0.0,5167.0,50.0
1701438669.0,825715466.0,-0.0,-0.0,5167.0,55.0
1701438669.0,914294204.0,-0.0,-0.0,5167.0,56.0
1701438669.0,965429290.0,-0.0,-0.0,5167.0,51.0
1701438669.0,985554882.0,-0.0,-0.0,5167.0,49.0
1701438670.0,76027206.0,-0.0,-0.0,5167.0,51.0
1701438670.0,136632759.0,-0.0,-0.0,5167.0,46.0
1701438670.0,155830172.0,-0.0,-0.0,5167.0,56.0
1701438670.0,210815403.0,-0.0,-0.0,5167.0,52.0
1701438670.0,281196892.0,-0.0,-0.0,5167.0,52.0
1701438670.0,301248073.0,-0.0,-0.0,5167.0,52.0
1701438670.0,352647805.0,-0.0,-0.0,5167.0,52.0
1701438670.0,429819027.0,-0.0,-0.0,5167.0,47.0
1701438670.0,461428040.0,-0.0,-0.0,5167.0,46.0
1701438670.0,512584328.0,-0.0,-0.0,5167.0,53.0
1701438670.0,613004787.0,-0.0,-0.0,5167.0,54.0
1701438670.0,661309093.0,-0.0,-0.0,5167.0,47.0
1701438670.0,771944773.0,-0.0,-0.0,5167.0,52.0
1701438670.0,822005578.0,-0.0,-0.0,5167.0,52.0
1701438670.0,888858324.0,-0.0,-0.0,5167.0,48.0
1701438670.0,901917900.0,-0.0,-0.0,5167.0,56.0
1701438670.0,942397984.0,-0.0,-0.0,5167.0,44.0
1701438671.0,69170806.0,-0.0,-0.0,5167.0,55.0
1701438671.0,102988168.0,-0.0,-0.0,5167.0,61.0
1701438671.0,153693574.0,-0.0,-0.0,5167.0,59.0
1701438671.0,231553169.0,-0.0,-0.0,5167.0,51.0
1701438671.0,252665879.0,-0.0,-0.0,5167.0,56.0
1701438671.0,282764151.0,-0.0,-0.0,5167.0,45.0
1701438671.0,420040492.0,-0.0,-0.0,5167.0,52.0
1701438671.0,473678810.0,-0.0,-0.0,5167.0,47.0
1701438671.0,504571433.0,-0.0,-0.0,5167.0,58.0
1701438671.0,642615786.0,-0.0,-0.0,5167.0,59.0
1701438671.0,654436623.0,-0.0,-0.0,5167.0,52.0
1701438671.0,664123343.0,-0.0,-0.0,5167.0,53.0
1701438671.0,704640193.0,-0.0,-0.0,5167.0,56.0
1701438671.0,746544780.0,-0.0,-0.0,5167.0,53.0
1701438671.0,813570769.0,-0.0,-0.0,5167.0,61.0
1701438671.0,873615036.0,-0.0,-0.0,5167.0,55.0
1701438671.0,988440672.0,-0.0,-0.0,5167.0,45.0
1701438672.0,4148500.0,-0.0,-0.0,5167.0,45.0
1701438672.0,34002784.0,-0.0,-0.0,5167.0,45.0
1701438672.0,64004906.0,-0.0,-0.0,5167.0,46.0
1701438672.0,114679025.0,-0.0,-0.0,5167.0,46.0
1701438672.0,295016490.0,-0.0,-0.0,5167.0,45.0
1701438672.0,324182284.0,-0.0,-0.0,5167.0,52.0
1701438672.0,344519789.0,-0.0,-0.0,5167.0,59.0
1701438672.0,354725069.0,-0.0,-0.0,5167.0,54.0
1701438672.0,517016925.0,-0.0,-0.0,5167.0,62.0
1701438672.0,545076380.0,-0.0,-0.0,5167.0,53.0
1701438672.0,564966304.0,-0.0,-0.0,5167.0,48.0
1701438672.0,584803066.0,-0.0,-0.0,5167.0,48.0
1701438672.0,706528676.0,-0.0,-0.0,5167.0,40.0
1701438672.0,725083522.0,-0.0,-0.0,5167.0,55.0
1701438672.0,775957911.0,-0.0,-0.0,5167.0,51.0
1701438673.0,225799079.0,-0.0,-0.0,5167.0,57.0
1701438673.0,266009071.0,-0.0,-0.0,5167.0,46.0
1701438673.0,335930338.0,-0.0,-0.0,5167.0,50.0
1701438673.0,346083497.0,-0.0,-0.0,5167.0,60.0
1701438673.0,396076437.0,-0.0,-0.0,5167.0,47.0
1701438673.0,467138601.0,-0.0,-0.0,5167.0,54.0
1701438673.0,526559848.0,-0.0,-0.0,5167.0,49.0
1701438673.0,867086904.0,-0.0,-0.0,5167.0,49.0
1701438673.0,926984754.0,-0.0,-0.0,5167.0,51.0
1701438674.0,57179019.0,-0.002749205334112048,-0.0033102675806730986,5173.0,47.0
1701438674.0,86260209.0,-0.004334206227213144,-0.005021507851779461,5179.0,69.0
1701438674.0,108142006.0,-0.00676080072298646,-0.007798766251653433,5182.0,70.0
1701438674.0,167707781.0,-0.013030672445893288,-0.014517487958073616,5184.0,28.0
1701438674.0,307700526.0,-0.023494483903050423,-0.024448290467262268,5218.0,55.0
1701438674.0,377385804.0,-0.0389096699655056,-0.040985602885484695,5221.0,64.0
1701438674.0,428081242.0,-0.04973817616701126,-0.05198242515325546,5221.0,45.0
1701438674.0,468064742.0,-0.054016273468732834,-0.05662521347403526,5224.0,42.0
1701438674.0,518182040.0,-0.05979521572589874,-0.06286703050136566,5233.0,63.0
1701438674.0,567916015.0,-0.07044137269258499,-0.07403217256069183,5233.0,72.0
1701438674.0,618050492.0,-0.08177483081817627,-0.0848747044801712,5233.0,61.0
1701438674.0,668463251.0,-0.09146718680858612,-0.09481953084468842,5236.0,83.0
1701438674.0,709493580.0,-0.10010754317045212,-0.10361418128013611,5236.0,85.0
1701438674.0,777321032.0,-0.1149756982922554,-0.11928185075521469,5236.0,72.0
1701438674.0,807305998.0,-0.12146998941898346,-0.12577614188194275,5236.0,70.0
1701438674.0,908831485.0,-0.1431550532579422,-0.14789602160453796,5236.0,53.0
1701438674.0,918451238.0,-0.14532916247844696,-0.1502104103565216,5236.0,55.0
1701438674.0,998600306.0,-0.1620347946882248,-0.16704228520393372,5236.0,47.0
1701438675.0,18645649.0,-0.16450347006320953,-0.1694267988204956,5236.0,37.0
1701438675.0,78705992.0,-0.17750608921051025,-0.1826818883419037,5239.0,55.0
1701438675.0,108302981.0,-0.18423883616924286,-0.18947073817253113,5239.0,55.0
1701438675.0,179141943.0,-0.1988825649023056,-0.20562933385372162,5239.0,135.0
1701438675.0,229501890.0,-0.20958483219146729,-0.21678045392036438,5239.0,42.0
1701438675.0,268329096.0,-0.2163456231355667,-0.22422856092453003,5245.0,66.0
1701438675.0,319086989.0,-0.22730037569999695,-0.2352113574743271,5245.0,70.0
1701438675.0,369183957.0,-0.23846551775932312,-0.24619413912296295,5245.0,73.0
1701438675.0,419236280.0,-0.24919582903385162,-0.2571909725666046,5245.0,55.0
1701438675.0,469730162.0,-0.2600804269313812,-0.26829999685287476,5245.0,50.0
1701438675.0,509726118.0,-0.2690434157848358,-0.277024507522583,5245.0,48.0
1701438675.0,579580065.0,-0.28430429100990295,-0.2924116551876068,5245.0,54.0
1701438675.0,630224531.0,-0.29500657320022583,-0.3035627603530884,5245.0,52.0
1701438675.0,669958141.0,-0.3019777536392212,-0.3104498088359833,5248.0,71.0
1701438675.0,721512194.0,-0.31280627846717834,-0.3216991126537323,5251.0,76.0
1701438675.0,769792136.0,-0.32369089126586914,-0.3324434459209442,5251.0,40.0
1701438675.0,819863820.0,-0.3304797410964966,-0.3386712372303009,5256.0,59.0
1701438675.0,870413666.0,-0.34150460362434387,-0.349682092666626,5260.0,59.0
1701438675.0,930086560.0,-0.35459139943122864,-0.3629932999610901,5260.0,49.0
1701438675.0,980230472.0,-0.365377813577652,-0.3740602433681488,5260.0,60.0
1701438676.0,30475092.0,-0.3725874722003937,-0.3816065490245819,5265.0,68.0
1701438676.0,90350389.0,-0.3856181204319,-0.39514216780662537,5266.0,63.0
1701438676.0,121049490.0,-0.39223867654800415,-0.40195906162261963,5266.0,45.0
1701438676.0,170407094.0,-0.40313729643821716,-0.41320836544036865,5266.0,57.0
1701438676.0,230936432.0,-0.4160136878490448,-0.42663177847862244,5266.0,61.0
1701438676.0,270618534.0,-0.4219048321247101,-0.4331821799278259,5269.0,72.0
1701438676.0,330670112.0,-0.4345848560333252,-0.4464793801307678,5269.0,47.0
1701438676.0,361659218.0,-0.43817564845085144,-0.45053303241729736,5275.0,70.0
1701438676.0,430998178.0,-0.45117825269699097,-0.4634234607219696,5277.0,48.0
1701438676.0,471201958.0,-0.4571255147457123,-0.46938472986221313,5287.0,57.0
1701438676.0,521825928.0,-0.4680802524089813,-0.48028337955474854,5287.0,51.0
1701438676.0,571041717.0,-0.4789368212223053,-0.49104174971580505,5287.0,56.0
1701438676.0,621152050.0,-0.4899897575378418,-0.5017580389976501,5287.0,66.0
1701438676.0,671345426.0,-0.5009725689888,-0.5126146078109741,5287.0,42.0
1701438676.0,711487505.0,-0.5097250938415527,-0.521395206451416,5287.0,54.0
1701438676.0,781514454.0,-0.5225313901901245,-0.5341172814369202,5290.0,39.0
1701438676.0,812945654.0,-0.5289274454116821,-0.5408640503883362,5290.0,66.0
1701438676.0,872837076.0,-0.542126476764679,-0.5540069341659546,5290.0,72.0
1701438676.0,923466246.0,-0.5533336997032166,-0.5649617314338684,5290.0,50.0
1701438676.0,973265417.0,-0.5647092461585999,-0.5760847330093384,5290.0,63.0
1701438677.0,53828996.0,-0.5821863412857056,-0.5937021374702454,5290.0,44.0
1701438677.0,83475164.0,-0.5880634188652039,-0.5999579429626465,5290.0,58.0
1701438677.0,113115545.0,-0.5945016145706177,-0.6065364480018616,5290.0,54.0
1701438677.0,163102992.0,-0.6049794554710388,-0.6177716851234436,5290.0,42.0
1701438677.0,231257543.0,-0.620352566242218,-0.6332429647445679,5290.0,58.0
1701438677.0,272408535.0,-0.6287264227867126,-0.6422901153564453,5290.0,44.0
1701438677.0,322178985.0,-0.6336076855659485,-0.6477183699607849,5296.0,71.0
1701438677.0,372693854.0,-0.6422199606895447,-0.6568636894226074,5302.0,67.0
1701438677.0,422554969.0,-0.6528100371360779,-0.6681410670280457,5302.0,66.0
1701438677.0,472702697.0,-0.6635543704032898,-0.6790537238121033,5302.0,43.0
1701438677.0,532518932.0,-0.6647466421127319,-0.6807088851928711,5316.0,51.0
1701438677.0,562518345.0,-0.664844810962677,-0.6809613108634949,5326.0,57.0
1701438677.0,632832553.0,-0.6793482899665833,-0.6963344216346741,5329.0,41.0
1701438677.0,672918956.0,-0.6867402791976929,-0.7031653523445129,5332.0,38.0
1701438677.0,742894082.0,-0.6974565982818604,-0.7144567370414734,5337.0,68.0
1701438677.0,792999538.0,-0.7081588506698608,-0.7256359457969666,5338.0,47.0
1701438677.0,822946889.0,-0.7135169506072998,-0.7316533327102661,5338.0,46.0
1701438677.0,873470034.0,-0.7230830788612366,-0.7419628500938416,5344.0,46.0
1701438677.0,913365005.0,-0.7262811660766602,-0.7452731132507324,5350.0,53.0
1701438677.0,984450582.0,-0.7401253581047058,-0.7603376507759094,5356.0,51.0
1701438678.0,13230296.0,-0.7466757893562317,-0.7670844197273254,5356.0,84.0
1701438678.0,73659098.0,-0.7583879232406616,-0.7796100974082947,5359.0,56.0
1701438678.0,153621867.0,-0.7734103798866272,-0.7955021858215332,5365.0,50.0
1701438678.0,193549853.0,-0.7802973985671997,-0.8018983006477356,5365.0,55.0
1701438678.0,253583033.0,-0.7906209826469421,-0.8125865459442139,5374.0,63.0
1701438678.0,283631599.0,-0.7973256707191467,-0.8192772269248962,5374.0,43.0
1701438678.0,303294566.0,-0.8017720580101013,-0.8236956000328064,5374.0,46.0
1701438678.0,384339082.0,-0.8126286268234253,-0.8357443809509277,5385.0,57.0
1701438678.0,434000081.0,-0.8207219839096069,-0.8443286418914795,5394.0,56.0
1701438678.0,474088250.0,-0.8290958404541016,-0.8532916307449341,5395.0,44.0
1701438678.0,524049182.0,-0.8401066660881042,-0.8647092580795288,5395.0,53.0
1701438678.0,574070002.0,-0.8469235897064209,-0.8716243505477905,5401.0,45.0
1701438678.0,634453316.0,-0.8574575185775757,-0.882326602935791,5413.0,52.0
1701438678.0,673272166.0,-0.8659716248512268,-0.891331672668457,5413.0,59.0
1701438678.0,714439723.0,-0.8745839595794678,-0.900224506855011,5413.0,50.0
1701438678.0,764534055.0,-0.8850618004798889,-0.9113194942474365,5413.0,47.0
1701438678.0,834877137.0,-0.8929166793823242,-0.918795645236969,5428.0,51.0
1701438678.0,874762143.0,-0.9015289545059204,-0.9277726411819458,5428.0,56.0
1701438678.0,944816400.0,-0.9101693034172058,-0.9369319677352905,5440.0,46.0
1701438678.0,974667025.0,-0.9119226336479187,-0.9382925629615784,5445.0,45.0
1701438679.0,24795735.0,-0.9192445278167725,-0.9463438391685486,5454.0,36.0
1701438679.0,85111061.0,-0.9256406426429749,-0.9531466960906982,5467.0,48.0
1701438679.0,115116425.0,-0.9282215237617493,-0.9560081362724304,5470.0,42.0
1701438679.0,156195750.0,-0.9302834272384644,-0.9577193260192871,5481.0,39.0
1701438679.0,245069899.0,-0.9420937895774841,-0.9703572988510132,5494.0,30.0
1701438679.0,274367140.0,-0.9474659562110901,-0.9764728546142578,5503.0,40.0
1701438679.0,325159521.0,-0.9495278596878052,-0.9787732362747192,5518.0,43.0
1701438679.0,375217318.0,-0.958504855632782,-0.9881289005279541,5532.0,64.0
1701438679.0,420375876.0,-0.9679587483406067,-0.9982841610908508,5538.0,50.0
1701438679.0,470967675.0,-0.9711567759513855,-1.0015523433685303,5547.0,56.0
1701438679.0,520595321.0,-0.9711427688598633,-1.0015664100646973,5561.0,41.0
1701438679.0,581630659.0,-0.9711567759513855,-1.0015523433685303,5580.0,36.0
1701438679.0,632249965.0,-0.9761782884597778,-1.0066019296646118,5592.0,39.0
1701438679.0,681837508.0,-0.977763295173645,-1.0085656642913818,5603.0,40.0
1701438679.0,731714438.0,-0.9811577200889587,-1.0115673542022705,5618.0,32.0
1701438679.0,792171080.0,-0.9826725721359253,-1.0129138231277466,5637.0,38.0
1701438679.0,821971421.0,-0.9832757115364075,-1.0140079259872437,5646.0,71.0
1701438679.0,871200397.0,-0.9865018725395203,-1.0172059535980225,5661.0,26.0
1701438679.0,932072396.0,-0.9864878058433533,-1.0172059535980225,5679.0,38.0
1701438679.0,981196450.0,-0.9874135851860046,-1.0181878805160522,5694.0,59.0
1701438680.0,61254019.0,-0.9908921718597412,-1.0233635902404785,5718.0,64.0
1701438680.0,82849073.0,-0.9936553835868835,-1.02615487575531,5723.0,42.0
1701438680.0,172433596.0,-1.0113569498062134,-1.045034646987915,5751.0,41.0
1701438680.0,191629635.0,-1.0128577947616577,-1.046703815460205,5757.0,39.0
1701438680.0,221471260.0,-1.0144708156585693,-1.048681616783142,5766.0,42.0
1701438680.0,271736634.0,-1.020516276359558,-1.0541939735412598,5781.0,44.0
1701438680.0,322553766.0,-1.0276838541030884,-1.0617263317108154,5795.0,40.0
1701438680.0,371649477.0,-1.0288760662078857,-1.062525749206543,5810.0,33.0
1701438680.0,432771981.0,-1.0338274240493774,-1.0677998065948486,5829.0,68.0
1701438680.0,482788935.0,-1.0386245250701904,-1.072316288948059,5843.0,36.0
1701438680.0,531886255.0,-1.0427483320236206,-1.0763840675354004,5858.0,44.0
1701438680.0,571982018.0,-1.043674111366272,-1.0772676467895508,5871.0,50.0
1701438680.0,622065489.0,-1.0469563007354736,-1.0809146165847778,5886.0,46.0
1701438680.0,692176175.0,-1.0497335195541382,-1.0839303731918335,5906.0,35.0
1701438680.0,722565544.0,-1.0541800260543823,-1.0882364511489868,5915.0,33.0
1701438680.0,781303865.0,-1.0569852590560913,-1.0908033847808838,5934.0,42.0
1701438680.0,832333779.0,-1.06165611743927,-1.0955723524093628,5949.0,37.0
1701438680.0,882674703.0,-1.0632271766662598,-1.0968908071517944,5963.0,48.0
1701438680.0,932578377.0,-1.0646157264709473,-1.098321557044983,5978.0,60.0
1701438680.0,972528193.0,-1.0646578073501587,-1.0982794761657715,5991.0,52.0
1701438681.0,22669122.0,-1.0649102926254272,-1.0986862182617188,5994.0,53.0
1701438681.0,73563112.0,-1.065948247909546,-1.0998224020004272,5994.0,48.0
1701438681.0,122893783.0,-1.0676454305648804,-1.1012670993804932,5994.0,40.0
1701438681.0,173292734.0,-1.0688518285751343,-1.1024874448776245,5994.0,47.0
1701438681.0,233847509.0,-1.0699037313461304,-1.1036657094955444,5994.0,71.0
1701438681.0,283205321.0,-1.0707032680511475,-1.1045494079589844,5994.0,72.0
1701438681.0,328308681.0,-1.0719095468521118,-1.105573296546936,5994.0,49.0
1701438681.0,378122368.0,-1.0732280015945435,-1.1067094802856445,5994.0,50.0
1701438681.0,428224542.0,-1.0742379426956177,-1.107831597328186,5994.0,57.0
1701438681.0,478446259.0,-1.075163722038269,-1.1089396476745605,5994.0,38.0
1701438681.0,518392193.0,-1.0759491920471191,-1.1099355220794678,5994.0,56.0
1701438681.0,569078327.0,-1.077113389968872,-1.1110016107559204,5994.0,50.0
1701438681.0,638643781.0,-1.0783617496490479,-1.1122920513153076,5994.0,45.0
1701438681.0,698584689.0,-1.0796101093292236,-1.113708734512329,5994.0,39.0
1701438681.0,729102205.0,-1.0803534984588623,-1.1143959760665894,5994.0,51.0
1701438681.0,778703811.0,-1.081405520439148,-1.1154059171676636,5994.0,48.0
1701438681.0,828790419.0,-1.0824575424194336,-1.1165000200271606,5994.0,46.0
1701438681.0,878928712.0,-1.0824013948440552,-1.1164579391479492,5994.0,43.0
1701438681.0,919016728.0,-1.0824154615402222,-1.1164298057556152,5994.0,42.0
1701438681.0,969570060.0,-1.0824154615402222,-1.1164438724517822,6000.0,48.0
1701438682.0,39172877.0,-1.0836358070373535,-1.1175940036773682,6003.0,45.0
1701438682.0,78323072.0,-1.0835235118865967,-1.1174677610397339,6003.0,49.0
1701438682.0,129766525.0,-1.083369255065918,-1.1171733140945435,6003.0,39.0
1701438682.0,198332406.0,-1.0833412408828735,-1.117131233215332,6005.0,42.0
1701438682.0,229355289.0,-1.083355188369751,-1.117131233215332,6014.0,37.0
1701438682.0,290877439.0,-1.083355188369751,-1.1171451807022095,6033.0,26.0
1701438682.0,320584577.0,-1.083355188369751,-1.1171451807022095,6042.0,38.0
1701438682.0,390649449.0,-1.0805920362472534,-1.1169629096984863,6062.0,46.0
1701438682.0,440313661.0,-1.0766645669937134,-1.1173555850982666,6077.0,39.0
1701438682.0,480907755.0,-1.073185920715332,-1.117692232131958,6090.0,42.0
